Column1._id.$oid,Column1.bonusPointsEarned,Column1.bonusPointsEarnedReason,Column1.createDate.$date,Column1.dateScanned.$date,Column1.finishedDate.$date,Column1.modifyDate.$date,Column1.pointsAwardedDate.$date,Column1.pointsEarned,Column1.purchaseDate.$date,Column1.purchasedItemCount,Column1.rewardsReceiptItemList.barcode,Column1.rewardsReceiptItemList.description,Column1.rewardsReceiptItemList.finalPrice,Column1.rewardsReceiptItemList.itemPrice,Column1.rewardsReceiptItemList.needsFetchReview,Column1.rewardsReceiptItemList.partnerItemId,Column1.rewardsReceiptItemList.preventTargetGapPoints,Column1.rewardsReceiptItemList.quantityPurchased,Column1.rewardsReceiptItemList.userFlaggedBarcode,Column1.rewardsReceiptItemList.userFlaggedNewItem,Column1.rewardsReceiptItemList.userFlaggedPrice,Column1.rewardsReceiptItemList.userFlaggedQuantity,Column1.rewardsReceiptStatus,Column1.totalSpent,Column1.userId
600498e60a720f05f3000093,,,1.61E+12,1.61E+12,,1.61E+12,,,,,,,,,,,,,,,,,SUBMITTED,,600498c4e257124ec6b9a331
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,85718300512,BANZA SPAGH,2.88,2.88,,1235,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,85718300512,BANZA SPAGH,2.88,2.88,,1236,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742112138,FRZ.ORGBLUE,2.74,2.74,,1237,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742112138,FRZ ORGBLUE,2.74,2.74,,1238,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,6.33472E+11,CLEAR BLUE,7.98,7.98,,1239,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,29000019034,PLANTERS Deluxe Whole Cashews - Lightly Salted 18.25oz,9.34,9.34,,1240,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,4011,BANANAS,1.38,1.38,,1241,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,4011,BANANAS,0.98,0.98,,1243,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,52100587967,PPR GRNDR,1.87,1.87,,1245,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742348315,GV LINER GRE,1,1,,1246,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,42222302005,JN O TRKY GRND 7 PCT FAT 93 PCT LN LN KP RFRG TRY IN SLV 16 OZ,3.62,3.62,,1247,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,6.81131E+11,MS12L CFBRN,2.48,2.48,,1248,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,4093,ONIONS,0.55,0.55,,1249,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,8.57484E+11,YUMMALLO RAINBOW MARSHMALLOW 6.5 OZ - 0857484001151,1.97,1.97,,1251,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,6.89544E+11,FAGE YOG,3.22,3.22,,1252,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,8.87214E+11,AVOCADO,2.98,2.98,,1253,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,45255148947,ORG BELL 2CT,3.46,3.46,,1254,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,6.81131E+11,ORG CARROTS,1.96,1.96,,1255,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,26542084018,CHEESE PIMTO,4.08,4.08,,1256,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,68113135477,ORG SALAD,2.96,2.96,,1257,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,41235000687,MRS RNF MDM PCNT SHLF STBL SC JAR 16 FL OZ,2.96,2.96,,1258,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,37466017631,LNDT EXC DRK 70 PCT CC BAR BOX 3.5 OZ,2.78,2.78,,1259,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,37466017631,LNDT EXC DRK 70 PCT CC BAR BOX 3.5 OZ,2.78,2.78,,1260,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,76828048432,WET ONE FRE,1.47,1.47,,1261,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,21000040247,CREAM CHEESE,3.84,3.84,,1262,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,21000612239,CREAM CHEESE,1.96,1.96,,1263,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78000082401,DR PEPPER,1.88,1.88,,1264,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,13120014178,ORE-IDA Extra Crispy Fast Food Fries - 26oz,2.58,2.58,,1265,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,21000040247,CREAM CHEESE,3.84,3.84,,1266,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,75706304783,PAL RC CHE,5,5,,1267,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,36000485967,COTTONELLE ULTRA COMFORT CARE MEGA ROLL 2 PLY 284 COTTON TOILET TISSUE 12 CT,12.48,12.48,,1268,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,980000069,TIC TAC WNTR DXTR SGR PC BRTH SWTN CNST BP 6PK 0.5 OZ,1.48,1.48,,1269,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742052328,GV ALM UNORG,2.36,2.36,,1270,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,41483022226,KMPS SLC FRM CWS NOT TRTD WTH RBST PSTR HMGN DRY RFRG MLK JUG 64 FL OZ,2.48,2.48,,1271,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742333960,ORG VEG BRTH,1.98,1.98,,1272,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,15800030621,C & H 454 SRVG WHT CN GRNL SGR BAG 4 LB,2.63,2.63,,1273,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742333960,ORG VEG BRTH,1.98,1.98,,1274,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,7874242956,GV WORCESTE,0.88,0.88,,1275,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
60037b500a7214ad4c000086,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,934.4,1.61E+12,39,78742372198,GV PWD 2LB,1.62,1.62,,1276,,1,,,,,FINISHED,118.05,60037a94fb296c4ef805ddbe
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV GRADE A X LRG EG,1.29,1.29,,1040,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV LF BLUEBERRY YOG,0.54,0.54,,1041,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,,1042,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV LF PEACH YOGURT,0.54,0.54,,1043,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV LF VANILLA YOGUR,0.54,0.54,,1044,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,1% Milk,3.99,3.99,,1045,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,75706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,,1048,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HV MIXED VEGETABLES,2.29,2.29,,1049,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,19600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,,1050,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,GRIMES NSA RED KIDNE,1.09,1.09,,1053,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,28189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,,1054,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,7.545E+11,Hy-Vee Clover Honey Bear,5.99,5.99,,1056,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV KETTLE MESQ BBQ,2.39,2.39,,1057,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,KELL ORIG FRSTD MINI,4.29,4.29,,1058,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,SIMPLY HVY DUTY FOIL,2.99,2.99,,1059,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,58496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,,1060,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,58449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,,1063,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,75450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,4.99,,1067,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,48500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,,1070,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,4816,Golden Sweet Potato,2.21,2.21,,1072,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,Green Bell Peppers,0.88,0.88,,1074,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,4166,Other Sweet Onions,0.91,0.91,,1075,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,75450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,1.99,1.99,,1080,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV HALF & HALF,1.84,1.84,,1081,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,,1082,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,7.54501E+11,Hy-Vee Orange Cream Lowfat Yogurt,0.56,0.56,,1083,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV LF VANILLA YOGUR,0.56,0.56,,1084,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,75450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,3.99,,1085,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,2% Milk,4.09,4.09,,1086,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,71007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,,1089,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,72310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,,1092,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,HYV KETTLE MESQ BBQ,2.39,2.39,,1094,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,7.54502E+11,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,,1095,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,,VV SFLFCT WIDE NOOD,2.99,2.99,,1096,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
6004a5f20a7214ad4c000088,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,877.7,1.61E+12,164,41390024368,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,3.79,3.79,,1097,,1,,,,,FINISHED,574.16,6004a5d3fb296c4ef805e256
